[Hz],Trace1[V]
4.552800000E+08,6.83204E-05
4.552800000E+08,1.70801E-04
4.554000000E+08,6.83204E-05
4.554000000E+08,1.70801E-04
4.555200000E+08,6.83204E-05
4.555200000E+08,1.70801E-04
4.556400000E+08,6.83204E-05
4.556400000E+08,1.36641E-04
4.557600000E+08,6.83204E-05
4.557600000E+08,1.70801E-04
4.558800000E+08,3.41602E-05
4.558800000E+08,1.36641E-04
4.560000000E+08,6.83204E-05
4.560000000E+08,1.70801E-04
4.561200000E+08,3.41602E-05
4.561200000E+08,1.70801E-04
4.562400000E+08,6.83204E-05
4.562400000E+08,1.70801E-04
4.563600000E+08,6.83204E-05
4.563600000E+08,1.70801E-04
4.564800000E+08,6.83204E-05
4.564800000E+08,1.70801E-04
4.566000000E+08,6.83204E-05
4.566000000E+08,1.70801E-04
4.567200000E+08,3.41602E-05
4.567200000E+08,1.70801E-04
4.568400000E+08,6.83204E-05
4.568400000E+08,2.04961E-04
4.569600000E+08,6.83204E-05
4.569600000E+08,1.70801E-04
4.570800000E+08,3.41602E-05
4.570800000E+08,1.70801E-04
4.572000000E+08,6.83204E-05
4.572000000E+08,1.70801E-04
4.573200000E+08,6.83204E-05
4.573200000E+08,1.70801E-04
4.574400000E+08,6.83204E-05
4.574400000E+08,1.70801E-04
4.575600000E+08,6.83204E-05
4.575600000E+08,2.04961E-04
4.576800000E+08,6.83204E-05
4.576800000E+08,1.70801E-04
4.578000000E+08,6.83204E-05
4.578000000E+08,2.04961E-04
4.579200000E+08,6.83204E-05
4.579200000E+08,2.04961E-04
4.580400000E+08,6.83204E-05
4.580400000E+08,2.04961E-04
4.581600000E+08,6.83204E-05
4.581600000E+08,2.39121E-04
4.582800000E+08,6.83204E-05
4.582800000E+08,2.04961E-04
4.584000000E+08,1.02481E-04
4.584000000E+08,2.04961E-04
4.585200000E+08,6.83204E-05
4.585200000E+08,1.70801E-04
4.586400000E+08,6.83204E-05
4.586400000E+08,2.39121E-04
4.587600000E+08,6.83204E-05
4.587600000E+08,2.04961E-04
4.588800000E+08,1.02481E-04
4.588800000E+08,1.70801E-04
4.590000000E+08,6.83204E-05
4.590000000E+08,2.04961E-04
4.591200000E+08,6.83204E-05
4.591200000E+08,2.04961E-04
4.592400000E+08,1.02481E-04
4.592400000E+08,2.04961E-04
4.593600000E+08,6.83204E-05
4.593600000E+08,2.04961E-04
4.594800000E+08,6.83204E-05
4.594800000E+08,2.04961E-04
4.596000000E+08,6.83204E-05
4.596000000E+08,1.70801E-04
4.597200000E+08,6.83204E-05
4.597200000E+08,2.04961E-04
4.598400000E+08,6.83204E-05
4.598400000E+08,2.04961E-04
4.599600000E+08,6.83204E-05
4.599600000E+08,2.04961E-04
4.600800000E+08,6.83204E-05
4.600800000E+08,2.04961E-04
4.602000000E+08,1.02481E-04
4.602000000E+08,2.39121E-04
4.603200000E+08,1.02481E-04
4.603200000E+08,2.04961E-04
4.604400000E+08,1.02481E-04
4.604400000E+08,2.04961E-04
4.605600000E+08,1.02481E-04
4.605600000E+08,2.39121E-04
4.606800000E+08,1.02481E-04
4.606800000E+08,2.04961E-04
4.608000000E+08,1.02481E-04
4.608000000E+08,2.39121E-04
4.609200000E+08,6.83204E-05
4.609200000E+08,2.04961E-04
4.610400000E+08,1.02481E-04
4.610400000E+08,2.39121E-04
4.611600000E+08,1.02481E-04
4.611600000E+08,2.39121E-04
4.612800000E+08,1.02481E-04
4.612800000E+08,2.39121E-04
4.614000000E+08,1.02481E-04
4.614000000E+08,3.07442E-04
4.615200000E+08,6.83204E-05
4.615200000E+08,2.39121E-04
4.616400000E+08,6.83204E-05
4.616400000E+08,3.07442E-04
4.617600000E+08,1.02481E-04
4.617600000E+08,3.07442E-04
4.618800000E+08,1.02481E-04
4.618800000E+08,2.39121E-04
4.620000000E+08,1.02481E-04
4.620000000E+08,2.73282E-04
4.621200000E+08,1.36641E-04
4.621200000E+08,3.07442E-04
4.622400000E+08,1.02481E-04
4.622400000E+08,3.41602E-04
4.623600000E+08,1.02481E-04
4.623600000E+08,4.09922E-04
4.624800000E+08,1.36641E-04
4.624800000E+08,3.75762E-04
4.626000000E+08,1.02481E-04
4.626000000E+08,3.41602E-04
4.627200000E+08,1.36641E-04
4.627200000E+08,3.75762E-04
4.628400000E+08,1.70801E-04
4.628400000E+08,3.07442E-04
4.629600000E+08,1.36641E-04
4.629600000E+08,4.09922E-04
4.630800000E+08,1.36641E-04
4.630800000E+08,4.44082E-04
4.632000000E+08,1.70801E-04
4.632000000E+08,5.80723E-04
4.633200000E+08,1.36641E-04
4.633200000E+08,6.14883E-04
4.634400000E+08,1.36641E-04
4.634400000E+08,5.80723E-04
4.635600000E+08,2.04961E-04
4.635600000E+08,5.80723E-04
4.636800000E+08,2.39121E-04
4.636800000E+08,7.51524E-04
4.638000000E+08,3.41602E-04
4.638000000E+08,7.51524E-04
4.639200000E+08,3.75762E-04
4.639200000E+08,9.22325E-04
4.640400000E+08,4.09922E-04
4.640400000E+08,9.56485E-04
4.641600000E+08,5.80723E-04
4.641600000E+08,9.22325E-04
4.642800000E+08,5.46563E-04
4.642800000E+08,9.90645E-04
4.644000000E+08,4.44082E-04
4.644000000E+08,9.56485E-04
4.645200000E+08,2.73282E-04
4.645200000E+08,8.88165E-04
4.646400000E+08,2.39121E-04
4.646400000E+08,6.14883E-04
4.647600000E+08,2.39121E-04
4.647600000E+08,8.19845E-04
4.648800000E+08,2.39121E-04
4.648800000E+08,6.14883E-04
4.650000000E+08,2.04961E-04
4.650000000E+08,5.12403E-04
4.651200000E+08,1.36641E-04
4.651200000E+08,4.09922E-04
4.652400000E+08,1.70801E-04
4.652400000E+08,3.75762E-04
4.653600000E+08,1.70801E-04
4.653600000E+08,3.75762E-04
4.654800000E+08,1.36641E-04
4.654800000E+08,3.75762E-04
4.656000000E+08,1.70801E-04
4.656000000E+08,4.09922E-04
4.657200000E+08,1.70801E-04
4.657200000E+08,4.44082E-04
4.658400000E+08,1.70801E-04
4.658400000E+08,4.44082E-04
4.659600000E+08,2.04961E-04
4.659600000E+08,4.09922E-04
4.660800000E+08,2.04961E-04
4.660800000E+08,4.09922E-04
4.662000000E+08,1.70801E-04
4.662000000E+08,4.09922E-04
4.663200000E+08,1.70801E-04
4.663200000E+08,4.44082E-04
4.664400000E+08,2.04961E-04
4.664400000E+08,4.44082E-04
4.665600000E+08,2.04961E-04
4.665600000E+08,4.44082E-04
4.666800000E+08,2.04961E-04
4.666800000E+08,4.44082E-04
4.668000000E+08,1.70801E-04
4.668000000E+08,4.44082E-04
4.669200000E+08,1.70801E-04
4.669200000E+08,4.78243E-04
4.670400000E+08,1.70801E-04
4.670400000E+08,5.12403E-04
4.671600000E+08,1.70801E-04
4.671600000E+08,5.46563E-04
4.672800000E+08,2.39121E-04
4.672800000E+08,5.46563E-04
4.674000000E+08,2.39121E-04
4.674000000E+08,5.12403E-04
4.675200000E+08,2.73282E-04
4.675200000E+08,6.14883E-04
4.676400000E+08,2.73282E-04
4.676400000E+08,6.83204E-04
4.677600000E+08,2.39121E-04
4.677600000E+08,7.17364E-04
4.678800000E+08,2.73282E-04
4.678800000E+08,8.54005E-04
4.680000000E+08,2.73282E-04
4.680000000E+08,6.14883E-04
4.681200000E+08,2.39121E-04
4.681200000E+08,7.17364E-04
4.682400000E+08,2.73282E-04
4.682400000E+08,6.49044E-04
4.683600000E+08,3.07442E-04
4.683600000E+08,7.51524E-04
4.684800000E+08,2.39121E-04
4.684800000E+08,7.17364E-04
4.686000000E+08,2.73282E-04
4.686000000E+08,1.16145E-03
4.687200000E+08,3.75762E-04
4.687200000E+08,1.33225E-03
4.688400000E+08,3.41602E-04
4.688400000E+08,1.22977E-03
4.689600000E+08,3.41602E-04
4.689600000E+08,1.60553E-03
4.690800000E+08,4.09922E-04
4.690800000E+08,1.60553E-03
4.692000000E+08,6.14883E-04
4.692000000E+08,1.74217E-03
4.693200000E+08,1.09313E-03
4.693200000E+08,4.16754E-03
4.694400000E+08,1.16145E-03
4.694400000E+08,3.96258E-03
4.695600000E+08,7.51524E-04
4.695600000E+08,3.17690E-03
4.696800000E+08,1.33225E-03
4.696800000E+08,5.22651E-03
4.698000000E+08,6.14883E-04
4.698000000E+08,4.95323E-03
4.699200000E+08,1.57137E-03
4.699200000E+08,5.43147E-03
4.700400000E+08,2.80114E-03
4.700400000E+08,5.56811E-03
4.701600000E+08,2.83530E-03
4.701600000E+08,5.53395E-03
4.702800000E+08,2.42537E-03
4.702800000E+08,5.67059E-03
4.704000000E+08,4.98739E-03
4.704000000E+08,5.77307E-03
4.705200000E+08,3.41602E-03
4.705200000E+08,5.67059E-03
4.706400000E+08,3.58682E-03
4.706400000E+08,5.67059E-03
4.707600000E+08,4.44082E-03
4.707600000E+08,5.84139E-03
4.708800000E+08,1.36641E-03
4.708800000E+08,5.77307E-03
4.710000000E+08,1.16145E-03
4.710000000E+08,4.06506E-03
4.711200000E+08,1.43473E-03
4.711200000E+08,4.71411E-03
4.712400000E+08,7.85684E-04
4.712400000E+08,2.97194E-03
4.713600000E+08,6.49044E-04
4.713600000E+08,3.10858E-03
4.714800000E+08,6.83204E-04
4.714800000E+08,1.77633E-03
4.716000000E+08,5.46563E-04
4.716000000E+08,2.01545E-03
4.717200000E+08,5.80723E-04
4.717200000E+08,1.94713E-03
4.718400000E+08,4.44082E-04
4.718400000E+08,1.40057E-03
4.719600000E+08,4.09922E-04
4.719600000E+08,1.36641E-03
4.720800000E+08,4.78243E-04
4.720800000E+08,1.29809E-03
4.722000000E+08,3.07442E-04
4.722000000E+08,1.02481E-03
4.723200000E+08,4.09922E-04
4.723200000E+08,9.90645E-04
4.724400000E+08,4.78243E-04
4.724400000E+08,9.90645E-04
4.725600000E+08,4.09922E-04
4.725600000E+08,9.90645E-04
4.726800000E+08,4.09922E-04
4.726800000E+08,1.19561E-03
4.728000000E+08,4.78243E-04
4.728000000E+08,1.02481E-03
4.729200000E+08,5.12403E-04
4.729200000E+08,1.40057E-03
4.730400000E+08,4.09922E-04
4.730400000E+08,1.09313E-03
4.731600000E+08,4.78243E-04
4.731600000E+08,1.19561E-03
4.732800000E+08,5.12403E-04
4.732800000E+08,1.22977E-03
4.734000000E+08,6.14883E-04
4.734000000E+08,1.43473E-03
4.735200000E+08,5.80723E-04
4.735200000E+08,1.81049E-03
4.736400000E+08,6.49044E-04
4.736400000E+08,1.60553E-03
4.737600000E+08,7.51524E-04
4.737600000E+08,1.63969E-03
4.738800000E+08,9.56485E-04
4.738800000E+08,5.02155E-03
4.740000000E+08,9.90645E-04
4.740000000E+08,2.80114E-03
4.741200000E+08,1.33225E-03
4.741200000E+08,3.51850E-03
4.742400000E+08,1.57137E-03
4.742400000E+08,5.80723E-03
4.743600000E+08,8.54005E-04
4.743600000E+08,4.71411E-03
4.744800000E+08,1.43473E-03
4.744800000E+08,4.20170E-03
4.746000000E+08,9.56485E-04
4.746000000E+08,3.55266E-03
4.747200000E+08,1.16145E-03
4.747200000E+08,5.67059E-03
4.748400000E+08,3.14274E-03
4.748400000E+08,9.63317E-03
4.749600000E+08,2.93778E-03
4.749600000E+08,1.23318E-02
4.750800000E+08,3.96258E-03
4.750800000E+08,1.66360E-02
4.752000000E+08,4.67995E-03
4.752000000E+08,1.52013E-02
4.753200000E+08,3.75762E-03
4.753200000E+08,1.53721E-02
4.754400000E+08,6.08051E-03
4.754400000E+08,1.65335E-02
4.755600000E+08,6.31963E-03
4.755600000E+08,1.87539E-02
4.756800000E+08,8.94997E-03
4.756800000E+08,1.79341E-02
4.758000000E+08,9.63317E-03
4.758000000E+08,1.87881E-02
4.759200000E+08,8.84749E-03
4.759200000E+08,1.88906E-02
4.760400000E+08,1.36641E-02
4.760400000E+08,1.87198E-02
4.761600000E+08,1.36299E-02
4.761600000E+08,1.86173E-02
4.762800000E+08,1.20244E-02
4.762800000E+08,1.88906E-02
4.764000000E+08,7.20780E-03
4.764000000E+08,1.88906E-02
4.765200000E+08,6.01219E-03
4.765200000E+08,1.87539E-02
4.766400000E+08,5.36315E-03
4.766400000E+08,1.77975E-02
4.767600000E+08,2.45953E-03
4.767600000E+08,1.75242E-02
4.768800000E+08,1.94713E-03
4.768800000E+08,1.11704E-02
4.770000000E+08,2.04961E-03
4.770000000E+08,1.53038E-02
4.771200000E+08,1.63969E-03
4.771200000E+08,6.38796E-03
4.772400000E+08,1.22977E-03
4.772400000E+08,4.81659E-03
4.773600000E+08,1.16145E-03
4.773600000E+08,3.07442E-03
4.774800000E+08,9.90645E-04
4.774800000E+08,3.27938E-03
4.776000000E+08,8.88165E-04
4.776000000E+08,3.04026E-03
4.777200000E+08,8.19845E-04
4.777200000E+08,3.00610E-03
4.778400000E+08,9.90645E-04
4.778400000E+08,3.27938E-03
4.779600000E+08,7.85684E-04
4.779600000E+08,2.01545E-03
4.780800000E+08,7.51524E-04
4.780800000E+08,2.83530E-03
4.782000000E+08,7.17364E-04
4.782000000E+08,2.35705E-03
4.783200000E+08,9.90645E-04
4.783200000E+08,2.22041E-03
4.784400000E+08,7.17364E-04
4.784400000E+08,2.25457E-03
4.785600000E+08,5.12403E-04
4.785600000E+08,1.91297E-03
4.786800000E+08,5.80723E-04
4.786800000E+08,1.57137E-03
4.788000000E+08,5.12403E-04
4.788000000E+08,1.43473E-03
4.789200000E+08,6.14883E-04
4.789200000E+08,1.74217E-03
4.790400000E+08,6.14883E-04
4.790400000E+08,1.53721E-03
4.791600000E+08,4.09922E-04
4.791600000E+08,1.26393E-03
4.792800000E+08,4.78243E-04
4.792800000E+08,1.09313E-03
4.794000000E+08,5.12403E-04
4.794000000E+08,1.29809E-03
4.795200000E+08,3.75762E-04
4.795200000E+08,1.09313E-03
4.796400000E+08,4.09922E-04
4.796400000E+08,1.26393E-03
4.797600000E+08,4.44082E-04
4.797600000E+08,1.16145E-03
4.798800000E+08,4.09922E-04
4.798800000E+08,1.16145E-03
4.800000000E+08,4.78243E-04
4.800000000E+08,1.19561E-03
4.801200000E+08,4.09922E-04
4.801200000E+08,1.02481E-03
4.802400000E+08,3.07442E-04
4.802400000E+08,1.05897E-03
4.803600000E+08,4.78243E-04
4.803600000E+08,1.02481E-03
4.804800000E+08,3.75762E-04
4.804800000E+08,9.90645E-04
4.806000000E+08,5.12403E-04
4.806000000E+08,1.43473E-03
4.807200000E+08,5.46563E-04
4.807200000E+08,2.32289E-03
4.808400000E+08,5.46563E-04
4.808400000E+08,2.73282E-03
4.809600000E+08,5.46563E-04
4.809600000E+08,2.28873E-03
4.810800000E+08,5.80723E-04
4.810800000E+08,3.65514E-03
4.812000000E+08,6.49044E-04
4.812000000E+08,3.10858E-03
4.813200000E+08,9.90645E-04
4.813200000E+08,3.72346E-03
4.814400000E+08,8.54005E-04
4.814400000E+08,4.85075E-03
4.815600000E+08,1.19561E-03
4.815600000E+08,4.95323E-03
4.816800000E+08,1.77633E-03
4.816800000E+08,5.63643E-03
4.818000000E+08,2.90362E-03
4.818000000E+08,5.56811E-03
4.819200000E+08,3.21106E-03
4.819200000E+08,5.60227E-03
4.820400000E+08,2.25457E-03
4.820400000E+08,5.67059E-03
4.821600000E+08,4.27002E-03
4.821600000E+08,5.67059E-03
4.822800000E+08,3.89426E-03
4.822800000E+08,5.70475E-03
4.824000000E+08,4.06506E-03
4.824000000E+08,5.70475E-03
4.825200000E+08,1.60553E-03
4.825200000E+08,5.49979E-03
4.826400000E+08,2.22041E-03
4.826400000E+08,5.12403E-03
4.827600000E+08,2.01545E-03
4.827600000E+08,5.63643E-03
4.828800000E+08,1.63969E-03
4.828800000E+08,5.60227E-03
4.830000000E+08,1.12729E-03
4.830000000E+08,4.54331E-03
4.831200000E+08,6.14883E-04
4.831200000E+08,3.07442E-03
4.832400000E+08,6.83204E-04
4.832400000E+08,2.73282E-03
4.833600000E+08,4.78243E-04
4.833600000E+08,2.97194E-03
4.834800000E+08,6.14883E-04
4.834800000E+08,2.32289E-03
4.836000000E+08,7.17364E-04
4.836000000E+08,2.76698E-03
4.837200000E+08,5.80723E-04
4.837200000E+08,2.35705E-03
4.838400000E+08,4.09922E-04
4.838400000E+08,1.46889E-03
4.839600000E+08,3.75762E-04
4.839600000E+08,1.29809E-03
4.840800000E+08,1.70801E-04
4.840800000E+08,1.09313E-03
4.842000000E+08,3.75762E-04
4.842000000E+08,8.54005E-04
4.843200000E+08,2.04961E-04
4.843200000E+08,1.46889E-03
4.844400000E+08,2.04961E-04
4.844400000E+08,7.85684E-04
4.845600000E+08,2.73282E-04
4.845600000E+08,7.51524E-04
4.846800000E+08,2.04961E-04
4.846800000E+08,6.49044E-04
4.848000000E+08,2.04961E-04
4.848000000E+08,5.46563E-04
4.849200000E+08,2.39121E-04
4.849200000E+08,5.80723E-04
4.850400000E+08,2.39121E-04
4.850400000E+08,4.78243E-04
4.851600000E+08,2.39121E-04
4.851600000E+08,4.78243E-04
4.852800000E+08,2.04961E-04
4.852800000E+08,4.78243E-04
4.854000000E+08,1.70801E-04
4.854000000E+08,4.44082E-04
4.855200000E+08,1.36641E-04
4.855200000E+08,3.75762E-04
4.856400000E+08,1.36641E-04
4.856400000E+08,4.09922E-04
4.857600000E+08,1.36641E-04
4.857600000E+08,4.78243E-04
4.858800000E+08,1.70801E-04
4.858800000E+08,3.75762E-04
4.860000000E+08,1.36641E-04
4.860000000E+08,3.75762E-04
4.861200000E+08,1.70801E-04
4.861200000E+08,3.75762E-04
4.862400000E+08,1.36641E-04
4.862400000E+08,4.44082E-04
4.863600000E+08,1.70801E-04
4.863600000E+08,6.14883E-04
4.864800000E+08,1.70801E-04
4.864800000E+08,4.09922E-04
4.866000000E+08,2.04961E-04
4.866000000E+08,4.78243E-04
4.867200000E+08,1.36641E-04
4.867200000E+08,4.78243E-04
4.868400000E+08,1.70801E-04
4.868400000E+08,6.49044E-04
4.869600000E+08,2.04961E-04
4.869600000E+08,5.46563E-04
4.870800000E+08,2.04961E-04
4.870800000E+08,5.80723E-04
4.872000000E+08,2.39121E-04
4.872000000E+08,7.51524E-04
4.873200000E+08,3.07442E-04
4.873200000E+08,7.85684E-04
4.874400000E+08,2.39121E-04
4.874400000E+08,6.83204E-04
4.875600000E+08,2.39121E-04
4.875600000E+08,7.17364E-04
4.876800000E+08,3.07442E-04
4.876800000E+08,7.85684E-04
4.878000000E+08,4.09922E-04
4.878000000E+08,8.88165E-04
4.879200000E+08,5.12403E-04
4.879200000E+08,8.19845E-04
4.880400000E+08,4.44082E-04
4.880400000E+08,7.85684E-04
4.881600000E+08,3.41602E-04
4.881600000E+08,8.54005E-04
4.882800000E+08,4.44082E-04
4.882800000E+08,8.19845E-04
4.884000000E+08,3.75762E-04
4.884000000E+08,8.88165E-04
4.885200000E+08,3.07442E-04
4.885200000E+08,7.85684E-04
4.886400000E+08,2.73282E-04
4.886400000E+08,6.83204E-04
4.887600000E+08,1.36641E-04
4.887600000E+08,5.46563E-04
4.888800000E+08,2.73282E-04
4.888800000E+08,6.83204E-04
4.890000000E+08,1.70801E-04
4.890000000E+08,6.14883E-04
4.891200000E+08,1.36641E-04
4.891200000E+08,4.44082E-04
4.892400000E+08,1.36641E-04
4.892400000E+08,4.44082E-04
4.893600000E+08,6.83204E-05
4.893600000E+08,3.41602E-04
4.894800000E+08,1.02481E-04
4.894800000E+08,3.07442E-04
4.896000000E+08,1.36641E-04
4.896000000E+08,3.07442E-04
4.897200000E+08,1.36641E-04
4.897200000E+08,2.73282E-04
4.898400000E+08,1.02481E-04
4.898400000E+08,3.07442E-04
4.899600000E+08,1.02481E-04
4.899600000E+08,3.07442E-04
4.900800000E+08,6.83204E-05
4.900800000E+08,2.73282E-04
4.902000000E+08,1.02481E-04
4.902000000E+08,3.07442E-04
4.903200000E+08,1.02481E-04
4.903200000E+08,2.73282E-04
4.904400000E+08,1.02481E-04
4.904400000E+08,2.73282E-04
4.905600000E+08,1.02481E-04
4.905600000E+08,2.39121E-04
4.906800000E+08,6.83204E-05
4.906800000E+08,2.04961E-04
4.908000000E+08,1.02481E-04
4.908000000E+08,2.39121E-04
4.909200000E+08,1.02481E-04
4.909200000E+08,2.39121E-04
4.910400000E+08,1.02481E-04
4.910400000E+08,2.04961E-04
4.911600000E+08,6.83204E-05
4.911600000E+08,2.04961E-04
4.912800000E+08,6.83204E-05
4.912800000E+08,2.04961E-04
4.914000000E+08,1.02481E-04
4.914000000E+08,2.04961E-04
4.915200000E+08,1.02481E-04
4.915200000E+08,2.39121E-04
4.916400000E+08,6.83204E-05
4.916400000E+08,2.04961E-04
4.917600000E+08,6.83204E-05
4.917600000E+08,2.04961E-04
4.918800000E+08,6.83204E-05
4.918800000E+08,2.04961E-04
4.920000000E+08,1.02481E-04
4.920000000E+08,2.04961E-04
4.921200000E+08,6.83204E-05
4.921200000E+08,2.04961E-04
4.922400000E+08,6.83204E-05
4.922400000E+08,1.70801E-04
4.923600000E+08,6.83204E-05
4.923600000E+08,2.04961E-04
4.924800000E+08,6.83204E-05
4.924800000E+08,1.70801E-04
4.926000000E+08,6.83204E-05
4.926000000E+08,2.04961E-04
4.927200000E+08,6.83204E-05
4.927200000E+08,2.04961E-04
4.928400000E+08,6.83204E-05
4.928400000E+08,2.04961E-04
4.929600000E+08,6.83204E-05
4.929600000E+08,1.70801E-04
4.930800000E+08,3.41602E-05
4.930800000E+08,1.70801E-04
4.932000000E+08,6.83204E-05
4.932000000E+08,1.70801E-04
4.933200000E+08,6.83204E-05
4.933200000E+08,2.04961E-04
4.934400000E+08,6.83204E-05
4.934400000E+08,1.70801E-04
4.935600000E+08,6.83204E-05
4.935600000E+08,2.04961E-04
4.936800000E+08,1.02481E-04
4.936800000E+08,1.70801E-04
4.938000000E+08,6.83204E-05
4.938000000E+08,2.04961E-04
4.939200000E+08,6.83204E-05
4.939200000E+08,1.70801E-04
4.940400000E+08,6.83204E-05
4.940400000E+08,2.04961E-04
4.941600000E+08,6.83204E-05
4.941600000E+08,2.04961E-04
4.942800000E+08,6.83204E-05
4.942800000E+08,1.70801E-04
4.944000000E+08,6.83204E-05
4.944000000E+08,2.04961E-04
4.945200000E+08,6.83204E-05
4.945200000E+08,1.70801E-04
4.946400000E+08,6.83204E-05
4.946400000E+08,1.70801E-04
4.947600000E+08,6.83204E-05
4.947600000E+08,2.04961E-04
4.948800000E+08,6.83204E-05
4.948800000E+08,1.70801E-04
4.950000000E+08,6.83204E-05
4.950000000E+08,1.70801E-04
4.951200000E+08,6.83204E-05
4.951200000E+08,1.70801E-04
4.952400000E+08,3.41602E-05
4.952400000E+08,1.70801E-04
4.953600000E+08,3.41602E-05
4.953600000E+08,1.70801E-04
4.954800000E+08,6.83204E-05
4.954800000E+08,1.70801E-04
4.956000000E+08,3.41602E-05
4.956000000E+08,1.70801E-04
4.957200000E+08,6.83204E-05
4.957200000E+08,1.70801E-04
4.958400000E+08,6.83204E-05
4.958400000E+08,1.70801E-04
4.959600000E+08,6.83204E-05
4.959600000E+08,1.70801E-04
4.960800000E+08,6.83204E-05
4.960800000E+08,1.70801E-04
4.962000000E+08,6.83204E-05
4.962000000E+08,1.70801E-04
4.963200000E+08,6.83204E-05
4.963200000E+08,1.36641E-04
4.964400000E+08,3.41602E-05
4.964400000E+08,1.36641E-04
4.965600000E+08,3.41602E-05
4.965600000E+08,1.36641E-04
4.966800000E+08,3.41602E-05
4.966800000E+08,1.70801E-04
4.968000000E+08,3.41602E-05
4.968000000E+08,1.70801E-04
4.969200000E+08,3.41602E-05
4.969200000E+08,1.36641E-04
4.970400000E+08,6.83204E-05
4.970400000E+08,1.36641E-04
4.971600000E+08,6.83204E-05
4.971600000E+08,1.36641E-04
4.972800000E+08,3.41602E-05
4.972800000E+08,1.36641E-04
4.974000000E+08,3.41602E-05
4.974000000E+08,1.36641E-04
4.975200000E+08,3.41602E-05
4.975200000E+08,1.70801E-04
4.976400000E+08,3.41602E-05
4.976400000E+08,1.36641E-04
4.977600000E+08,3.41602E-05
4.977600000E+08,1.36641E-04
4.978800000E+08,3.41602E-05
4.978800000E+08,1.36641E-04
4.980000000E+08,3.41602E-05
4.980000000E+08,1.36641E-04
4.981200000E+08,3.41602E-05
4.981200000E+08,1.36641E-04
4.982400000E+08,3.41602E-05
4.982400000E+08,1.36641E-04
4.983600000E+08,3.41602E-05
4.983600000E+08,1.36641E-04
4.984800000E+08,6.83204E-05
4.984800000E+08,1.36641E-04
4.986000000E+08,3.41602E-05
4.986000000E+08,1.02481E-04
4.987200000E+08,6.83204E-05
4.987200000E+08,1.36641E-04
4.988400000E+08,6.83204E-05
4.988400000E+08,1.36641E-04
4.989600000E+08,3.41602E-05
4.989600000E+08,1.36641E-04
4.990800000E+08,3.41602E-05
4.990800000E+08,1.36641E-04
4.992000000E+08,3.41602E-05
4.992000000E+08,1.02481E-04
